text,author,term,count
35,Hamilton,that,37
35,Hamilton,the,188
35,Hamilton,their,19
35,Hamilton,then,0
35,Hamilton,there,5
35,Hamilton,thing,1
35,Hamilton,this,14
35,Hamilton,to,101
35,Hamilton,up,1
35,Hamilton,upon,9
35,Hamilton,was,0
35,Hamilton,were,4
35,Hamilton,what,1
35,Hamilton,when,4
35,Hamilton,which,22
35,Hamilton,who,6
35,Hamilton,will,21
35,Hamilton,with,12
35,Hamilton,would,16
35,Hamilton,your,0
36,Hamilton,-OTHER-,1572
36,Hamilton,a,44
36,Hamilton,all,11
36,Hamilton,also,0
36,Hamilton,an,15
36,Hamilton,and,66
36,Hamilton,any,10
36,Hamilton,are,17
36,Hamilton,as,35
36,Hamilton,at,4
36,Hamilton,be,79
36,Hamilton,been,13
36,Hamilton,but,10
36,Hamilton,by,21
36,Hamilton,can,16
36,Hamilton,do,1
36,Hamilton,down,0
36,Hamilton,even,5
36,Hamilton,every,3
36,Hamilton,for,12
36,Hamilton,from,22
36,Hamilton,had,3
36,Hamilton,has,9
36,Hamilton,have,23
36,Hamilton,her,0
36,Hamilton,his,0
36,Hamilton,if,8
36,Hamilton,in,65
36,Hamilton,into,4
36,Hamilton,is,35
36,Hamilton,it,35
36,Hamilton,its,17
36,Hamilton,may,15
36,Hamilton,more,10
36,Hamilton,must,10
36,Hamilton,my,2
36,Hamilton,no,5
36,Hamilton,not,14
36,Hamilton,now,1
36,Hamilton,of,178
36,Hamilton,on,6
36,Hamilton,one,6
36,Hamilton,only,2
36,Hamilton,or,28
36,Hamilton,our,2
36,Hamilton,shall,3
36,Hamilton,should,5
36,Hamilton,so,1
36,Hamilton,some,0
36,Hamilton,such,7
36,Hamilton,than,6
36,Hamilton,that,42
36,Hamilton,the,251
36,Hamilton,their,14
36,Hamilton,then,1
36,Hamilton,there,18
36,Hamilton,thing,1
36,Hamilton,this,23
36,Hamilton,to,120
36,Hamilton,up,0
36,Hamilton,upon,6
36,Hamilton,was,0
36,Hamilton,were,1
36,Hamilton,what,5
36,Hamilton,when,4
36,Hamilton,which,27
36,Hamilton,who,4
36,Hamilton,will,27
36,Hamilton,with,14
36,Hamilton,would,5
36,Hamilton,your,0
37,Madison,-OTHER-,1620
37,Madison,a,56
37,Madison,all,10
37,Madison,also,3
37,Madison,an,10
37,Madison,and,101
37,Madison,any,3
37,Madison,are,18
37,Madison,as,29
37,Madison,at,2
37,Madison,be,47
37,Madison,been,24
37,Madison,but,12
37,Madison,by,30
37,Madison,can,2
37,Madison,do,1
37,Madison,down,0
37,Madison,even,2
37,Madison,every,4
37,Madison,for,12
37,Madison,from,20
37,Madison,had,3
37,Madison,has,10
37,Madison,have,26
37,Madison,her,1
37,Madison,his,5
37,Madison,if,2
37,Madison,in,62
37,Madison,into,5
37,Madison,is,30
37,Madison,it,37
37,Madison,its,7
37,Madison,may,18
37,Madison,more,7
37,Madison,must,21
37,Madison,my,0
37,Madison,no,5
37,Madison,not,19
37,Madison,now,0
37,Madison,of,159
37,Madison,on,19
37,Madison,one,6
37,Madison,only,10
37,Madison,or,13
37,Madison,our,6
37,Madison,shall,0
37,Madison,should,10
37,Madison,so,8
37,Madison,some,4
37,Madison,such,4
37,Madison,than,5
37,Madison,that,47
37,Madison,the,230
37,Madison,their,23
37,Madison,then,1
37,Madison,there,2
37,Madison,thing,0
37,Madison,this,17
37,Madison,to,85
37,Madison,up,0
37,Madison,upon,1
37,Madison,was,2
37,Madison,were,3
37,Madison,what,1
37,Madison,when,3
37,Madison,which,44
37,Madison,who,3
37,Madison,will,10
37,Madison,with,17
37,Madison,would,7
37,Madison,your,0
38,Madison,-OTHER-,2003
38,Madison,a,92
38,Madison,all,8
38,Madison,also,3
38,Madison,an,18
38,Madison,and,94
38,Madison,any,9
38,Madison,are,19
38,Madison,as,29
38,Madison,at,6
38,Madison,be,51
38,Madison,been,15
38,Madison,but,20
38,Madison,by,37
38,Madison,can,9
38,Madison,do,3
38,Madison,down,0
38,Madison,even,2
38,Madison,every,3
38,Madison,for,21
38,Madison,from,21
38,Madison,had,6
38,Madison,has,12
38,Madison,have,21
38,Madison,her,7
38,Madison,his,18
38,Madison,if,6
38,Madison,in,62
38,Madison,into,7
38,Madison,is,57
38,Madison,it,49
38,Madison,its,6
38,Madison,may,9
38,Madison,more,10
38,Madison,must,4
38,Madison,my,0
38,Madison,no,17
38,Madison,not,32
38,Madison,now,2
38,Madison,of,190
38,Madison,on,15
38,Madison,one,13
38,Madison,only,2
38,Madison,or,17
38,Madison,our,3
38,Madison,shall,3
38,Madison,should,10
38,Madison,so,7
38,Madison,some,10
38,Madison,such,12
38,Madison,than,11
38,Madison,that,56
38,Madison,the,271
38,Madison,their,25
38,Madison,then,2
38,Madison,there,3
38,Madison,thing,1
38,Madison,this,24
38,Madison,to,117
38,Madison,up,0
38,Madison,upon,4
38,Madison,was,12
38,Madison,were,10
38,Madison,what,1
38,Madison,when,2
38,Madison,which,26
38,Madison,who,14
38,Madison,will,12
38,Madison,with,22
38,Madison,would,15
38,Madison,your,0
39,Madison,-OTHER-,1564
39,Madison,a,53
39,Madison,all,13
39,Madison,also,1
39,Madison,an,6
39,Madison,and,64
39,Madison,any,4
39,Madison,are,20
39,Madison,as,33
39,Madison,at,7
39,Madison,be,52
39,Madison,been,8
39,Madison,but,14
39,Madison,by,33
39,Madison,can,1
39,Madison,do,0
39,Madison,down,0
39,Madison,even,1
39,Madison,every,6
39,Madison,for,14
39,Madison,from,23
39,Madison,had,0
39,Madison,has,9
39,Madison,have,3
39,Madison,her,0
39,Madison,his,1
39,Madison,if,5
39,Madison,in,73
39,Madison,into,3
39,Madison,is,57
39,Madison,it,44
39,Madison,its,20
39,Madison,may,6
39,Madison,more,6
39,Madison,must,5
39,Madison,my,0
39,Madison,no,7
39,Madison,not,22
39,Madison,now,2
39,Madison,of,157
39,Madison,on,25
39,Madison,one,13
39,Madison,only,6
39,Madison,or,14
39,Madison,our,2
39,Madison,shall,0
39,Madison,should,1
39,Madison,so,8
39,Madison,some,3
39,Madison,such,4
39,Madison,than,8
39,Madison,that,28
39,Madison,the,300
39,Madison,their,16
39,Madison,then,3
39,Madison,there,0
39,Madison,thing,0
39,Madison,this,21
39,Madison,to,91
39,Madison,up,0
39,Madison,upon,0
39,Madison,was,2
39,Madison,were,6
39,Madison,what,2
39,Madison,when,1
39,Madison,which,27
39,Madison,who,0
39,Madison,will,15
39,Madison,with,12
39,Madison,would,8
39,Madison,your,0
40,Madison,-OTHER-,1805
40,Madison,a,53
40,Madison,all,11
40,Madison,also,3
40,Madison,an,12
40,Madison,and,100
40,Madison,any,2
40,Madison,are,13
40,Madison,as,33
40,Madison,at,7
40,Madison,be,54
40,Madison,been,20
40,Madison,but,7
40,Madison,by,55
40,Madison,can,3
40,Madison,do,5
40,Madison,down,0
40,Madison,even,5
40,Madison,every,8
40,Madison,for,23
40,Madison,from,16
40,Madison,had,17
40,Madison,has,10
40,Madison,have,26
40,Madison,her,0
40,Madison,his,3
40,Madison,if,8
40,Madison,in,68
40,Madison,into,7
40,Madison,is,29
40,Madison,it,35
40,Madison,its,4
40,Madison,may,7
40,Madison,more,4
40,Madison,must,4
40,Madison,my,0
40,Madison,no,9
40,Madison,not,19
40,Madison,now,2
40,Madison,of,174
40,Madison,on,13
40,Madison,one,9
40,Madison,only,5
40,Madison,or,10
40,Madison,our,1
40,Madison,shall,6
40,Madison,should,12
40,Madison,so,13
40,Madison,some,7
40,Madison,such,13
40,Madison,than,5
40,Madison,that,63
40,Madison,the,294
40,Madison,their,35
40,Madison,then,4
40,Madison,there,4
40,Madison,thing,0
40,Madison,this,18
40,Madison,to,120
40,Madison,up,0
40,Madison,upon,0
40,Madison,was,12
40,Madison,were,19
40,Madison,what,5
40,Madison,when,3
40,Madison,which,31
40,Madison,who,9
40,Madison,will,7
40,Madison,with,15
40,Madison,would,6
40,Madison,your,0
41,Madison,-OTHER-,2162
41,Madison,a,81
41,Madison,all,17
41,Madison,also,1
41,Madison,an,20
41,Madison,and,88
41,Madison,any,6
41,Madison,are,15
41,Madison,as,33
41,Madison,at,5
41,Madison,be,74
41,Madison,been,20
41,Madison,but,14
41,Madison,by,32
41,Madison,can,9
41,Madison,do,2
41,Madison,down,1
41,Madison,even,4
41,Madison,every,14
41,Madison,for,35
41,Madison,from,22
41,Madison,had,7
41,Madison,has,18
41,Madison,have,26
41,Madison,her,14
41,Madison,his,3
41,Madison,if,13
41,Madison,in,63
41,Madison,into,7
41,Madison,is,38
41,Madison,it,52
41,Madison,its,15
41,Madison,may,23
41,Madison,more,12
41,Madison,must,15
41,Madison,my,0
41,Madison,no,9
41,Madison,not,18
41,Madison,now,4
41,Madison,of,204
41,Madison,on,27
41,Madison,one,8
41,Madison,only,6
41,Madison,or,21
41,Madison,our,6
41,Madison,shall,4
41,Madison,should,1
41,Madison,so,9
41,Madison,some,2
41,Madison,such,6
41,Madison,than,13
41,Madison,that,42
41,Madison,the,336
41,Madison,their,13
41,Madison,then,2
41,Madison,there,1
41,Madison,thing,0
41,Madison,this,28
41,Madison,to,119
41,Madison,up,0
41,Madison,upon,0
41,Madison,was,3
41,Madison,were,6
41,Madison,what,4
41,Madison,when,1
41,Madison,which,36
41,Madison,who,8
41,Madison,will,25
41,Madison,with,16
41,Madison,would,9
41,Madison,your,0
42,Madison,-OTHER-,1731
42,Madison,a,50
42,Madison,all,9
42,Madison,also,0
42,Madison,an,16
42,Madison,and,96
42,Madison,any,11
42,Madison,are,9
42,Madison,as,22
42,Madison,at,3
42,Madison,be,48
42,Madison,been,19
42,Madison,but,11
42,Madison,by,31
42,Madison,can,3
42,Madison,do,1
42,Madison,down,0
42,Madison,even,1
42,Madison,every,7
42,Madison,for,22
42,Madison,from,10
42,Madison,had,4
42,Madison,has,13
42,Madison,have,20
42,Madison,her,0
42,Madison,his,1
42,Madison,if,4
42,Madison,in,62
42,Madison,into,8
42,Madison,is,39
42,Madison,it,29
42,Madison,its,9
42,Madison,may,17
42,Madison,more,1
42,Madison,must,4
42,Madison,my,0
42,Madison,no,8
42,Madison,not,22
42,Madison,now,0
42,Madison,of,184
42,Madison,on,22
42,Madison,one,7
42,Madison,only,7
42,Madison,or,15
42,Madison,our,2
42,Madison,shall,9
42,Madison,should,0
42,Madison,so,8
42,Madison,some,1
42,Madison,such,8
42,Madison,than,4
42,Madison,that,32
42,Madison,the,262
42,Madison,their,12
42,Madison,then,1
42,Madison,there,3
42,Madison,thing,0
42,Madison,this,18
42,Madison,to,93
42,Madison,up,0
42,Madison,upon,2
42,Madison,was,3
42,Madison,were,4
42,Madison,what,3
42,Madison,when,2
42,Madison,which,27
42,Madison,who,4
42,Madison,will,6
42,Madison,with,16
42,Madison,would,15
42,Madison,your,0
43,Madison,-OTHER-,2112
43,Madison,a,93
43,Madison,all,13
43,Madison,also,3
43,Madison,an,12
43,Madison,and,79
43,Madison,any,8
43,Madison,are,15
43,Madison,as,39
43,Madison,at,7
43,Madison,be,78
43,Madison,been,14
43,Madison,but,12
43,Madison,by,47
43,Madison,can,9
43,Madison,do,2
43,Madison,down,0
43,Madison,even,3
43,Madison,every,9
43,Madison,for,28
43,Madison,from,6
43,Madison,had,3
43,Madison,has,11
43,Madison,have,21
43,Madison,her,1
43,Madison,his,0
43,Madison,if,6
43,Madison,in,55
43,Madison,into,7
43,Madison,is,34
43,Madison,it,57
43,Madison,its,15
43,Madison,may,25
43,Madison,more,8
43,Madison,must,8
43,Madison,my,0
43,Madison,no,14
43,Madison,not,26
43,Madison,now,1
43,Madison,of,223
43,Madison,on,33
43,Madison,one,13
43,Madison,only,6
43,Madison,or,21
43,Madison,our,1
43,Madison,shall,7
43,Madison,should,12
43,Madison,so,6
43,Madison,some,2
43,Madison,such,12
43,Madison,than,10
43,Madison,that,50
43,Madison,the,356
43,Madison,their,10
43,Madison,then,0
43,Madison,there,2
43,Madison,thing,0
43,Madison,this,22
43,Madison,to,112
43,Madison,up,0
43,Madison,upon,0
43,Madison,was,8
43,Madison,were,1
43,Madison,what,7
43,Madison,when,3
43,Madison,which,34
43,Madison,who,5
43,Madison,will,19
43,Madison,with,17
43,Madison,would,12
43,Madison,your,0
44,Madison,-OTHER-,1751
44,Madison,a,43
44,Madison,all,20
44,Madison,also,2
44,Madison,an,10
44,Madison,and,88
44,Madison,any,15
44,Madison,are,13
44,Madison,as,28
44,Madison,at,4
44,Madison,be,54
44,Madison,been,19
44,Madison,but,8
44,Madison,by,28
44,Madison,can,7
44,Madison,do,2
44,Madison,down,0
44,Madison,even,1
44,Madison,every,13
44,Madison,for,20
44,Madison,from,9
44,Madison,had,10
44,Madison,has,7
44,Madison,have,33
44,Madison,her,0
44,Madison,his,2
44,Madison,if,8
44,Madison,in,66
44,Madison,into,11
44,Madison,is,28
44,Madison,it,19
44,Madison,its,6
44,Madison,may,6
44,Madison,more,9
44,Madison,must,6
44,Madison,my,0
44,Madison,no,18
44,Madison,not,16
44,Madison,now,2
44,Madison,of,171
44,Madison,on,28
44,Madison,one,5
44,Madison,only,4
44,Madison,or,37
44,Madison,our,1
44,Madison,shall,15
44,Madison,should,4
44,Madison,so,6
44,Madison,some,5
44,Madison,such,7
44,Madison,than,8
44,Madison,that,28
44,Madison,the,315
44,Madison,their,9
44,Madison,then,0
44,Madison,there,4
44,Madison,thing,4
44,Madison,this,25
44,Madison,to,81
44,Madison,up,0
44,Madison,upon,0
44,Madison,was,4
44,Madison,were,2
44,Madison,what,2
44,Madison,when,0
44,Madison,which,30
44,Madison,who,2
44,Madison,will,10
44,Madison,with,18
44,Madison,would,29
44,Madison,your,0
45,Madison,-OTHER-,1296
45,Madison,a,20
45,Madison,all,8
45,Madison,also,2
45,Madison,an,7
45,Madison,and,63
45,Madison,any,4
45,Madison,are,7
45,Madison,as,23
45,Madison,at,4
45,Madison,be,52
45,Madison,been,6
45,Madison,but,4
45,Madison,by,11
45,Madison,can,0
45,Madison,do,0
45,Madison,down,0
45,Madison,even,2
45,Madison,every,5
45,Madison,for,12
45,Madison,from,8
45,Madison,had,4
45,Madison,has,4
45,Madison,have,17
45,Madison,her,0
45,Madison,his,1
45,Madison,if,7
45,Madison,in,40
45,Madison,into,3
45,Madison,is,23
45,Madison,it,19
45,Madison,its,6
45,Madison,may,9
45,Madison,more,14
45,Madison,must,6
45,Madison,my,1
45,Madison,no,6
45,Madison,not,10
45,Madison,now,0
45,Madison,of,143
45,Madison,on,10
45,Madison,one,4
45,Madison,only,1
45,Madison,or,8
45,Madison,our,4
45,Madison,shall,0
45,Madison,should,3
45,Madison,so,1
45,Madison,some,1
45,Madison,such,2
45,Madison,than,9
45,Madison,that,30
45,Madison,the,278
45,Madison,their,7
45,Madison,then,2
45,Madison,there,3
45,Madison,thing,0
45,Madison,this,5
45,Madison,to,66
45,Madison,up,0
45,Madison,upon,0
45,Madison,was,4
45,Madison,were,6
45,Madison,what,1
45,Madison,when,0
45,Madison,which,17
45,Madison,who,1
45,Madison,will,32
45,Madison,with,15
45,Madison,would,11
45,Madison,your,0
46,Madison,-OTHER-,1538
46,Madison,a,42
46,Madison,all,5
46,Madison,also,1
46,Madison,an,9
46,Madison,and,73
46,Madison,any,6
46,Madison,are,13
46,Madison,as,21
46,Madison,at,6
46,Madison,be,72
46,Madison,been,5
46,Madison,but,13
46,Madison,by,21
46,Madison,can,7
46,Madison,do,1
46,Madison,down,0
46,Madison,even,2
46,Madison,every,6
46,Madison,for,11
46,Madison,from,10
46,Madison,had,3
46,Madison,has,4
46,Madison,have,15
46,Madison,her,0
46,Madison,his,0
46,Madison,if,5
46,Madison,in,46
46,Madison,into,4
46,Madison,is,7
46,Madison,it,32
46,Madison,its,6
46,Madison,may,13
46,Madison,more,11
46,Madison,must,9
46,Madison,my,0
46,Madison,no,4
46,Madison,not,20
46,Madison,now,1
46,Madison,of,162
46,Madison,on,32
46,Madison,one,9
46,Madison,only,6
46,Madison,or,14
46,Madison,our,0
46,Madison,shall,0
46,Madison,should,9
46,Madison,so,2
46,Madison,some,1
46,Madison,such,6
46,Madison,than,11
46,Madison,that,39
46,Madison,the,303
46,Madison,their,29
46,Madison,then,0
46,Madison,there,0
46,Madison,thing,0
46,Madison,this,9
46,Madison,to,86
46,Madison,up,1
46,Madison,upon,0
46,Madison,was,12
46,Madison,were,3
46,Madison,what,5
46,Madison,when,0
46,Madison,which,23
46,Madison,who,6
46,Madison,will,40
46,Madison,with,18
46,Madison,would,29
46,Madison,your,0
47,Madison,-OTHER-,1720
47,Madison,a,35
47,Madison,all,12
47,Madison,also,9
47,Madison,an,10
47,Madison,and,86
47,Madison,any,5
47,Madison,are,26
47,Madison,as,20
47,Madison,at,7
47,Madison,be,35
47,Madison,been,14
47,Madison,but,5
47,Madison,by,42
47,Madison,can,9
47,Madison,do,1
47,Madison,down,2
47,Madison,even,5
47,Madison,every,4
47,Madison,for,7
47,Madison,from,12
47,Madison,had,3
47,Madison,has,17
47,Madison,have,14
47,Madison,her,3
47,Madison,his,11
47,Madison,if,5
47,Madison,in,62
47,Madison,into,1
47,Madison,is,43
47,Madison,it,22
47,Madison,its,10
47,Madison,may,8
47,Madison,more,9
47,Madison,must,1
47,Madison,my,0
47,Madison,no,15
47,Madison,not,12
47,Madison,now,0
47,Madison,of,187
47,Madison,on,20
47,Madison,one,17
47,Madison,only,2
47,Madison,or,18
47,Madison,our,0
47,Madison,shall,7
47,Madison,should,2
47,Madison,so,4
47,Madison,some,4
47,Madison,such,2
47,Madison,than,5
47,Madison,that,36
47,Madison,the,327
47,Madison,their,1
47,Madison,then,2
47,Madison,there,3
47,Madison,thing,0
47,Madison,this,24
47,Madison,to,65
47,Madison,up,0
47,Madison,upon,0
47,Madison,was,4
47,Madison,were,7
47,Madison,what,3
47,Madison,when,3
47,Madison,which,22
47,Madison,who,6
47,Madison,will,4
47,Madison,with,20
47,Madison,would,4
47,Madison,your,0
48,Madison,-OTHER-,1169
48,Madison,a,35
48,Madison,all,12
48,Madison,also,1
48,Madison,an,12
48,Madison,and,51
48,Madison,any,1
48,Madison,are,6
48,Madison,as,18
48,Madison,at,4
48,Madison,be,31
48,Madison,been,12
48,Madison,but,7
48,Madison,by,28
48,Madison,can,4
48,Madison,do,0
48,Madison,down,0
48,Madison,even,0
48,Madison,every,3
48,Madison,for,16
48,Madison,from,12
48,Madison,had,10
48,Madison,has,6
48,Madison,have,10
48,Madison,her,0
48,Madison,his,3
48,Madison,if,2
48,Madison,in,45
48,Madison,into,3
48,Madison,is,29
48,Madison,it,24
48,Madison,its,9
48,Madison,may,6
48,Madison,more,8
48,Madison,must,1
48,Madison,my,0
48,Madison,no,6
48,Madison,not,13
48,Madison,now,0
48,Madison,of,100
48,Madison,on,16
48,Madison,one,8
48,Madison,only,1
48,Madison,or,11
48,Madison,our,3
48,Madison,shall,3
48,Madison,should,6
48,Madison,so,5
48,Madison,some,7
48,Madison,such,0
48,Madison,than,4
48,Madison,that,27
48,Madison,the,169
48,Madison,their,14
48,Madison,then,0
48,Madison,there,2
48,Madison,thing,0
48,Madison,this,14
48,Madison,to,54
48,Madison,up,1
48,Madison,upon,0
48,Madison,was,5
48,Madison,were,4
48,Madison,what,2
48,Madison,when,0
48,Madison,which,28
48,Madison,who,5
48,Madison,will,11
48,Madison,with,8
48,Madison,would,3
48,Madison,your,0
49,,-OTHER-,981
49,,a,33
49,,all,6
49,,also,1
49,,an,11
49,,and,42
49,,any,3
49,,are,15
49,,as,15
49,,at,2
49,,be,47
49,,been,3
49,,but,8
49,,by,15
49,,can,4
49,,do,3
49,,down,0
49,,even,1
49,,every,5
49,,for,11
49,,from,5
49,,had,4
49,,has,2
49,,have,5
49,,her,0
49,,his,3
49,,if,3
49,,in,34
49,,into,1
49,,is,18
49,,it,26
49,,its,8
49,,may,4
49,,more,3
49,,must,3
49,,my,0
49,,no,4
49,,not,13
49,,now,0
49,,of,101
49,,on,16
49,,one,4
49,,only,4
49,,or,10
49,,our,2
49,,shall,2
49,,should,2
49,,so,4
49,,some,2
49,,such,3
49,,than,1
49,,that,21
49,,the,178
49,,their,14
49,,then,0
49,,there,2
49,,thing,3
49,,this,5
49,,to,58
49,,up,0
49,,upon,0
49,,was,1
49,,were,2
49,,what,0
49,,when,2
49,,which,20
49,,who,5
49,,will,1
49,,with,11
49,,would,22
49,,your,0
50,,-OTHER-,708
50,,a,14
50,,all,5
50,,also,1
50,,an,3
50,,and,33
50,,any,5
50,,are,4
50,,as,11
50,,at,9
50,,be,31
50,,been,13
50,,but,1
50,,by,11
50,,can,0
50,,do,1
50,,down,0
50,,even,2
50,,every,2
50,,for,6
50,,from,8
50,,had,9
50,,has,1
50,,have,12
50,,her,0
50,,his,0
50,,if,4
50,,in,28
50,,into,2
50,,is,6
50,,it,16
50,,its,3
50,,may,4
50,,more,0
50,,must,1
50,,my,0
50,,no,0
50,,not,10
50,,now,0
50,,of,60
50,,on,11
50,,one,4
50,,only,0
50,,or,8
50,,our,0
50,,shall,0
50,,should,1
50,,so,1
50,,some,5
50,,such,1
50,,than,0
50,,that,12
50,,the,101
50,,their,13
50,,then,0
50,,there,0
50,,thing,0
50,,this,7
50,,to,28
50,,up,0
50,,upon,1
50,,was,4
50,,were,1
50,,what,0
50,,when,2
50,,which,9
50,,who,3
50,,will,7
50,,with,5
50,,would,11
50,,your,0
51,,-OTHER-,1142
51,,a,46
51,,all,12
51,,also,1
51,,an,5
51,,and,40
51,,any,1
51,,are,9
51,,as,28
51,,at,3
51,,be,63
51,,been,2
51,,but,9
51,,by,23
51,,can,3
51,,do,0
51,,down,1
51,,even,2
51,,every,3
51,,for,13
51,,from,7
51,,had,1
51,,has,2
51,,have,3
51,,her,0
51,,his,0
51,,if,7
51,,in,50
51,,into,5
51,,is,20
51,,it,32
51,,its,4
51,,may,17
51,,more,5
51,,must,11
51,,my,0
51,,no,4
51,,not,9
51,,now,0
51,,of,113
51,,on,21
51,,one,4
51,,only,3
51,,or,7
51,,our,0
51,,shall,1
51,,should,9
51,,so,5
51,,some,6
51,,such,6
51,,than,3
51,,that,25
51,,the,202
51,,their,7
51,,then,2
51,,there,4
51,,thing,0
51,,this,13
51,,to,50
51,,up,0
51,,upon,0
51,,was,1
51,,were,4
51,,what,2
51,,when,0
51,,which,14
51,,who,1
51,,will,23
51,,with,6
51,,would,9
51,,your,0
52,,-OTHER-,1113
52,,a,35
52,,all,3
52,,also,2
52,,an,3
52,,and,37
52,,any,7
52,,are,8
52,,as,16
52,,at,7
52,,be,46
52,,been,16
52,,but,6
52,,by,22
52,,can,7
52,,do,0
52,,down,0
52,,even,3
52,,every,5
52,,for,13
52,,from,12
52,,had,2
52,,has,3
52,,have,19
52,,her,0
52,,his,3
52,,if,5
52,,in,33
52,,into,1
52,,is,19
52,,it,32
52,,its,6
52,,may,7
52,,more,7
52,,must,9
52,,my,0
52,,no,4
52,,not,11
52,,now,0
52,,of,101
52,,on,19
52,,one,4
52,,only,6
52,,or,7
52,,our,2
52,,shall,2
52,,should,4
52,,so,5
52,,some,3
52,,such,1
52,,than,0
52,,that,30
52,,the,186
52,,their,9
52,,then,1
52,,there,0
52,,thing,0
52,,this,15
52,,to,72
52,,up,0
52,,upon,0
52,,was,11
52,,were,10
52,,what,2
52,,when,3
52,,which,21
52,,who,0
52,,will,10
52,,with,11
52,,would,8
52,,your,0
53,,-OTHER-,1337
53,,a,48
53,,all,9
53,,also,4
53,,an,6
53,,and,62
53,,any,6
53,,are,19
53,,as,22
53,,at,2
53,,be,51
53,,been,7
53,,but,11
53,,by,31
53,,can,13
53,,do,0
53,,down,0
53,,even,4
53,,every,4
53,,for,21
53,,from,11
53,,had,0
53,,has,8
53,,have,7
53,,her,0
53,,his,3
53,,if,7
53,,in,45
53,,into,2
53,,is,28
53,,it,18
53,,its,2
53,,may,7
53,,more,10
53,,must,2
53,,my,0
53,,no,10
53,,not,19
53,,now,0
53,,of,128
53,,on,8
53,,one,7
53,,only,4
53,,or,12
53,,our,4
53,,shall,1
53,,should,0
53,,so,4
53,,some,12
53,,such,4
53,,than,7
53,,that,24
53,,the,193
53,,their,4
53,,then,1
53,,there,2
53,,thing,0
53,,this,15
53,,to,73
53,,up,0
53,,upon,0
53,,was,4
53,,were,4
53,,what,4
53,,when,1
53,,which,23
53,,who,4
53,,will,25
53,,with,11
53,,would,6
53,,your,0
54,,-OTHER-,1185
54,,a,35
54,,all,10
54,,also,1
54,,an,9
54,,and,38
54,,any,7
54,,are,15
54,,as,36
54,,at,2
54,,be,40
54,,been,4
54,,but,8
54,,by,26
54,,can,0
54,,do,0
54,,down,1
54,,even,1
54,,every,1
54,,for,10
54,,from,13
54,,had,3
54,,has,2
54,,have,16
54,,her,0
54,,his,9
54,,if,5
54,,in,65
54,,into,5
54,,is,35
54,,it,27
54,,its,2
54,,may,10
54,,more,6
54,,must,2
54,,my,0
54,,no,8
54,,not,18
54,,now,0
54,,of,117
54,,on,19
54,,one,7
54,,only,3
54,,or,9
54,,our,4
54,,shall,2
54,,should,4
54,,so,1
54,,some,7
54,,such,3
54,,than,4
54,,that,28
54,,the,204
54,,their,12
54,,then,1
54,,there,1
54,,thing,0
54,,this,21
54,,to,61
54,,up,0
54,,upon,2
54,,was,1
54,,were,6
54,,what,2
54,,when,5
54,,which,25
54,,who,6
54,,will,15
54,,with,12
54,,would,6
54,,your,0
55,,-OTHER-,1229
55,,a,48
55,,all,4
55,,also,1
55,,an,4
55,,and,48
55,,any,8
55,,are,13
55,,as,12
55,,at,17
55,,be,51
55,,been,6
55,,but,5
55,,by,14
55,,can,8
55,,do,2
55,,down,0
55,,even,1
55,,every,12
55,,for,17
55,,from,12
55,,had,3
55,,has,5
55,,have,6
55,,her,1
55,,his,0
55,,if,5
55,,in,30
55,,into,0
55,,is,25
55,,it,17
55,,its,0
55,,may,11
55,,more,11
55,,must,6
55,,my,1
55,,no,4
55,,not,14
55,,now,2
55,,of,122
55,,on,9
55,,one,9
55,,only,1
55,,or,20
55,,our,7
55,,shall,1
55,,should,1
55,,so,7
55,,some,1
55,,such,2
55,,than,15
55,,that,32
55,,the,182
55,,their,16
55,,then,2
55,,there,5
55,,thing,0
55,,this,12
55,,to,78
55,,up,1
55,,upon,0
55,,was,2
55,,were,6
55,,what,3
55,,when,1
55,,which,29
55,,who,3
55,,will,20
55,,with,11
55,,would,10
55,,your,0
56,,-OTHER-,941
56,,a,48
56,,all,9
56,,also,1
56,,an,3
56,,and,53
56,,any,5
56,,are,12
56,,as,10
56,,at,5
56,,be,36
56,,been,5
56,,but,8
56,,by,10
56,,can,4
56,,do,3
56,,down,0
56,,even,2
56,,every,7
56,,for,7
56,,from,9
56,,had,1
56,,has,4
56,,have,8
56,,her,0
56,,his,2
56,,if,0
56,,in,31
56,,into,4
56,,is,10
56,,it,20
56,,its,5
56,,may,10
56,,more,7
56,,must,2
56,,my,0
56,,no,2
56,,not,11
56,,now,0
56,,of,112
56,,on,11
56,,one,5
56,,only,5
56,,or,3
56,,our,0
56,,shall,0
56,,should,0
56,,so,3
56,,some,3
56,,such,0
56,,than,6
56,,that,18
56,,the,137
56,,their,9
56,,then,1
56,,there,3
56,,thing,1
56,,this,13
56,,to,39
56,,up,0
56,,upon,0
56,,was,2
56,,were,2
56,,what,2
56,,when,0
56,,which,19
56,,who,2
56,,will,29
56,,with,15
56,,would,4
56,,your,0
57,,-OTHER-,1263
57,,a,37
57,,all,7
57,,also,1
57,,an,6
57,,and,54
57,,any,5
57,,are,26
57,,as,24
57,,at,6
57,,be,43
57,,been,4
57,,but,8
57,,by,25
57,,can,7
57,,do,0
57,,down,0
57,,even,0
57,,every,13
57,,for,19
57,,from,11
57,,had,1
57,,has,4
57,,have,11
57,,her,5
57,,his,4
57,,if,6
57,,in,40
57,,into,2
57,,is,34
